nombre,partido,PARTIDO_PARA_FILTRO,GENERO,CARGO_PARA_FILTRO,CARGO,INSTITUCION,CCAA,SUELDOBASE_SUELDO,COMPLEMENTOS_SUELDO,PAGASEXTRA_SUELDO,OTRASDIETASEINDEMNIZACIONES_SUELDO,TRIENIOS_SUELDO,RETRIBUCIONMENSUAL,salarioAnual,OBSERVACIONES
Jesús Ángel Fernández Paniagua,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Adalia,Castilla y León,0,,,2000,,142.86,2000,Sin dedicación
Carlos Mangas Nieto,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Alaejos,Castilla y León,28341.84,,,0,,2024.42,28341.84,Dedicación Exclusiva
Ana Isabel Catalina López,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Alcazarén,Castilla y León,12000,,,0,,857.14,12000,Dedicación Parcial
Fernando Cal Bueno,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Aldeamayor de San Martín,Castilla y León,19810,,,0,,1415,19810,Dedicación Parcial
José Manuel Barrio Marco,IPAE,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Arroyo de la Encomienda,Castilla y León,0,,,18639,,1331.36,18639,Sin dedicación
Jesús Valero Llorente,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Ataquines,Castilla y León,4983.84,,,0,,355.99,4983.84,Dedicación Parcial
Mario de Fuentes Francos,VOX,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Barruelo del Valle,Castilla y León,0,,,500,,35.71,500,Sin dedicación
Francisco Pastor Pérez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Bobadilla del Campo,Castilla y León,3012.73,,,0,,215.2,3012.73,Dedicación Parcial
María Ángeles Rincón Bajo,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de Boecillo,Castilla y León,13200,,,0,,942.86,13200,Dedicación Parcial
Julio César García Hernando,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Campaspero,Castilla y León,12036,,,0,,859.71,12036,Dedicación Parcial
Alfredo Marcos Fortea,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de El Campillo,Castilla y León,4848,,,0,,346.29,4848,Dedicación Parcial
Jorge Martínez Martín,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Casasola de Arión,Castilla y León,0,,,1600,,114.29,1600,Sin dedicación
Raúl Torres Martín,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Castrillo-Tejeriego,Castilla y León,10000.06,,,0,,714.29,10000.06,Dedicación Parcial
José María Redondo Pardo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Castrobol,Castilla y León,0,,,716,,51.14,716,Sin dedicación
Heliodoro de la Iglesia Bezos,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Castromonte,Castilla y León,0,,,420,,30,420,Sin dedicación
Enrique Seoane Modroño,IU TOMA LA PALABRA,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Castronuño,Castilla y León,0,,,860.26,,61.45,860.26,Sin dedicación
María Carmen González Fernández,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Castroverde de Cerrato,Castilla y León,0,,,280,,20,280,Sin dedicación
Pilar Fernández Pastor,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Cigales,Castilla y León,14499.94,,,0,,1035.71,14499.94,Dedicación Parcial
Mariano Suárez Colomo,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Cistérniga,Castilla y León,37699.2,,,0,,2692.8,37699.2,Dedicación Exclusiva
Valentín Cisneros Escribano,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cogeces de Íscar,Castilla y León,0,,,440,,31.43,440,Sin dedicación
Fernando Esteban Velasco,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cogeces del Monte,Castilla y León,2944.43,,,0,,210.32,2944.43,Dedicación Parcial
Miguel Ángel Rosales León,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Corcos,Castilla y León,0,,,300,,21.43,300,Sin dedicación
Luis Miguel Muñumer García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Fresno el Viejo,Castilla y León,0,,,5000.16,,357.15,5000.16,Sin dedicación
Víctor Manuel Sanz de Diego,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Fuensaldaña,Castilla y León,0,,,175,,12.5,175,Sin dedicación
Francisco José Ortega Rojo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Geria,Castilla y León,0,,,650,,46.43,650,Sin dedicación
Coral López de la Viuda,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Hornillos de Eresma,Castilla y León,0,,,350,,25,350,Sin dedicación
Luis María Martín García,CI-CCD,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Íscar,Castilla y León,0,,,11499.96,,821.43,11499.96,Sin dedicación
Román Rodríguez de Castro,IL,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Laguna de Duero,Castilla y León,0,,,18000,,1285.71,18000,Dedicación Parcial
Demetrio Martín Peña,AEL,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Langayo,Castilla y León,0,,,4800,,342.86,4800,Sin dedicación
Alberto Magdaleno de la Viuda,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Mayorga,Castilla y León,18000,,,0,,1285.71,18000,Dedicación Parcial
David Esteban Rodríguez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Medina de Rioseco,Castilla y León,0,,,3240,,231.43,3240,Sin dedicación
Abel Manso Catalina,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Megeces,Castilla y León,0,,,2028.16,,144.87,2028.16,Sin dedicación
Adolfo López Ramiro,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Mojados,Castilla y León,30299.92,,,0,,2164.28,30299.92,Dedicación Exclusiva
Iván Velasco Bachiller,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Montemayor de Pililla,Castilla y León,7861.6,,,0,,561.54,7861.6,Dedicación Parcial
Víctor González Garabito,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de La Mudarra,Castilla y León,0,,,673.44,,48.1,673.44,Sin dedicación
Raquel Sánchez Villorejo,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Olivares de Duero,Castilla y León,1450,,,0,,103.57,1450,Dedicación Parcial
Alfonso Ángel Centeno Trigos,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Olmedo,Castilla y León,40000.24,,,0,,2857.16,40000.24,Dedicación Exclusiva
Esperanza Toquero Andrés,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Parrilla,Castilla y León,0,,,1312.62,,93.76,1312.62,Sin dedicación
María Henar González Salamanca,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de La Pedraja de Portillo,Castilla y León,29222.7,,,0,,2087.34,29222.7,Dedicación Exclusiva
Alfonso Romo Martín,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Pedrajas de San Esteban,Castilla y León,11513.6,,,0,,822.4,11513.6,Dedicación Parcial
José Ramón Fernández Meléndez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Pedrosa del Rey,Castilla y León,0,,,1500,,107.14,1500,Sin dedicación
Juan Ignacio Álvarez García,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Portillo,Castilla y León,0,,,1635.3,,116.81,1635.3,Sin dedicación
María Paz Polo Alonso,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Quintanilla del Molar,Castilla y León,0,,,1200,,85.71,1200,Sin dedicación
Luis Fernández Carbajo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Renedo de Esgueva,Castilla y León,11999.96,,,0,,857.14,11999.96,Dedicación Parcial
María Dolores Mayo Magaz,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Rueda,Castilla y León,21000,,,0,,1500,21000,Dedicación Exclusiva
Desiderio Juan Francisco Pérez Gutiérrez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Cebrián de Mazote,Castilla y León,0,,,140,,10,140,Sin dedicación
Antonio Ibáñez Rodríguez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Martín de Valvení,Castilla y León,4896.48,,,0,,349.75,4896.48,Dedicación Parcial
José Arenal Velasco,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Miguel del Arroyo,Castilla y León,5691,,,0,,406.5,5691,Dedicación Parcial
Iván Nieto Alonso,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de San Pablo de la Moraleja,Castilla y León,0,,,247.14,,17.65,247.14,Sin dedicación
Miguel García Sáez,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de San Vicente del Palacio,Castilla y León,0,,,280,,20,280,Sin dedicación
Santiago Baeza Benavides,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Santervás de Campos,Castilla y León,0,,,150,,10.71,150,Sin dedicación
Roberto Sánchez de la Rosa,IU - TOMA LA PALABRA,Unidos Podemos. confluencias y listas afines,Hombre,Alcalde,Alcalde,Ayuntamiento de Santovenia de Pisuerga,Castilla y León,12000,,,0,,857.14,12000,Dedicación Parcial
José Luis Gómez Herreros,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Sardón de Duero,Castilla y León,6715.44,,,0,,479.67,6715.44,Dedicación Parcial
Gregorio Bayón Piñero,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de La Seca,Castilla y León,10685.48,,,0,,763.25,10685.48,Dedicación Parcial
César López Pérez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Serrada,Castilla y León,18628.82,,,0,,1330.63,18628.82,Dedicación Parcial
Luis Alberto Plaza Martín,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Simancas,Castilla y León,45000,,,0,,3214.29,45000,Dedicación Exclusiva
Agapito Bravo Guerra,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Tordehumos,Castilla y León,0,,,150,,10.71,150,Sin dedicación
José Antonio González Poncela,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Tordesillas,Castilla y León,38651.06,,,0,,2760.79,38651.06,Dedicación Exclusiva
María Sanz de Pablo,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Torrecilla de la Abadesa,Castilla y León,6718.42,,,0,,479.89,6718.42,Dedicación Parcial
Jesús Bazán Puertas,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Traspinedo,Castilla y León,6000,,,0,,428.57,6000,Dedicación Parcial
Luis Javier Gómez Potente,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Tudela de Duero,Castilla y León,33911.92,,,0,,2422.28,33911.92,Dedicación Parcial
José Augusto Rodríguez Ibáñez,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de Valbuena de Duero,Castilla y León,0,,,1850,,132.14,1850,Sin dedicación
Alberto Sanz Sánchez,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de Valdestillas,Castilla y León,20214.21,,,0,,1443.87,20214.21,Dedicación Exclusiva
Óscar Puente Santiago,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de VALLADOLID,Castilla y León,76500.06,,,0,,5464.29,76500.06,Dedicación Exclusiva
José Luis Hernández Pérez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Velascálvaro,Castilla y León,4848,,,0,,346.29,4848,Dedicación Parcial
Noelia García González,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Villabrágima,Castilla y León,8183.25,,,0,,584.52,8183.25,Dedicación Parcial
Jesús Rey Ruiz,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Villaco,Castilla y León,0,,,570,,40.71,570,Sin dedicación
José Antonio Seco López,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Villafranca de Duero,Castilla y León,0,,,450,,32.14,450,Sin dedicación
Ramiro González Casado,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Villafuerte,Castilla y León,0,,,570,,40.71,570,Sin dedicación
César Herrero Marcos,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Villagarcía de Campos,Castilla y León,4869.71,,,0,,347.84,4869.71,Dedicación Parcial
Luis Alonso Laguna,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Villalar de los Comuneros,Castilla y León,5648.73,,,0,,403.48,5648.73,Dedicación Parcial
Carlos Martínez Rodríguez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Villalbarba,Castilla y León,0,,,500,,35.71,500,Sin dedicación
María Esther Villafáfila Rodríguez,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Villanueva de los Caballeros,Castilla y León,0,,,300,,21.43,300,Sin dedicación
Pedro Pariente Fradejas,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Villaverde de Medina,Castilla y León,10500,,,0,,750,10500,Dedicación Parcial
Susana Suárez Villagra,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Zaratán,Castilla y León,26933.28,,,0,,1923.81,26933.28,Dedicación Exclusiva
Jesús María Lorenzo Más,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Alcañices,Castilla y León,0,,,280,,20,280,Sin dedicación
Saturnino Prieto Vicente,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Algodre,Castilla y León,1506.96,,,0,,107.64,1506.96,Dedicación Parcial
José Martín Pérez,AHORA DECIDE/AS,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Almaraz de Duero,Castilla y León,0,,,2150,,153.57,2150,Sin dedicación
Antonio Iglesias Martín,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Andavías,Castilla y León,0,,,400,,28.57,400,Sin dedicación
Onésimo López Cuesta,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Arcos de la Polvorosa,Castilla y León,0,,,2000,,142.86,2000,Sin dedicación
Manuel de la Rocha Rodríguez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Argujillo,Castilla y León,12491.79,,,0,,892.27,12491.79,Dedicación Parcial
Ana Teresa Talegón Cuadrado,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Aspariegos,Castilla y León,0,,,36.06,,2.58,36.06,Sin dedicación
David Martínez Martínez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Ayoó de Vidriales,Castilla y León,0,,,1060,,75.71,1060,Sin dedicación
Luciano Huerga Valbuena,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Benavente,Castilla y León,45904.38,,,0,,3278.88,45904.38,Dedicación Exclusiva
Raúl Rodríguez Barrero,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Bermillo de Sayago,Castilla y León,0,,,300,,21.43,300,Sin dedicación
Francisco Benito Delgado,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de La Bóveda de Toro,Castilla y León,7044,,,300,,524.57,7344,Dedicación Parcial
Apolinar González Álvarez,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cabañas de Sayago,Castilla y León,0,,,120,,8.57,120,Sin dedicación
Antonio Martín García,ADEIZA,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Cañizo,Castilla y León,0,,,540.9,,38.64,540.9,Sin dedicación
Manuel Fidalgo Guillermo,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de Carbajales de Alba,Castilla y León,0,,,350,,25,350,Sin dedicación
Joaquín García Neches,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Castrogonzalo,Castilla y León,0,,,168.28,,12.02,168.28,Sin dedicación
Juan Carlos Casas Delegado,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cazurra,Castilla y León,999.96,,,90,,77.85,1089.96,Dedicación Parcial
Herminio Aparicio del Barrio,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Cernadilla,Castilla y León,0,,,240,,17.14,240,Sin dedicación
Ángel López Amigo,saVer,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Cobreros,Castilla y León,0,,,600,,42.86,600,Sin dedicación
José Parra Rafael,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Entrala,Castilla y León,0,,,350,,25,350,Sin dedicación
Amaranta Ratón Fresno,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Faramontanos de Tábara,Castilla y León,0,,,320,,22.86,320,Sin dedicación
Alejandro Fermoselle Berdión,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Fermoselle,Castilla y León,0,,,960,,68.57,960,Sin dedicación
Gregorio José San Pedro Fernández,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Ferreras de Abajo,Castilla y León,0,,,270,,19.29,270,Sin dedicación
Valentín Macho Deiro,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Fonfría,Castilla y León,0,,,440,,31.43,440,Sin dedicación
Pablo Moro Villar,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Fresno de la Polvorosa,Castilla y León,0,,,1082,,77.29,1082,Sin dedicación
Emilio Fernández Bartolomé,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Fresno de la Ribera,Castilla y León,22020.74,,,0,,1572.91,22020.74,Dedicación Parcial
Lázaro Zarza Alonso,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Friera de Valverde,Castilla y León,0,,,500,,35.71,500,Sin dedicación
Victorino Núñez Barrero,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Fuente Encalada,Castilla y León,0,,,475,,33.93,475,Sin dedicación
Ángela Escribano Hernández,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Fuentelapeña,Castilla y León,9807,,,0,,700.5,9807,Dedicación Parcial
Gaspar Corrales Tabera,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Fuentesaúco,Castilla y León,9075.22,,,0,,648.23,9075.22,Dedicación Parcial
José Manuel Prieto Ramos,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Galende,Castilla y León,11344.67,,,0,,810.33,11344.67,Dedicación Parcial
Álvaro Martín Temprano,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Gallegos del Pan,Castilla y León,0,,,1110,,79.29,1110,Sin dedicación
Marcos Casado Vaquero,Ciudadanos,Ciudadanos,Hombre,Alcalde,Alcalde,Ayuntamiento de Gema,Castilla y León,0,,,156,,11.14,156,Sin dedicación
José Ignacio González Nieto,AEH,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Hermisende,Castilla y León,7366.56,,,0,,526.18,7366.56,Dedicación Parcial
Eugenio Gregorio Prieto,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de La Hiniesta,Castilla y León,1184.52,,,0,,84.61,1184.52,Dedicación Parcial
Rafael Calvo García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Jambrina,Castilla y León,999.96,,,0,,71.43,999.96,Dedicación Parcial
Ana María Barrera Barrera,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Losacino,Castilla y León,0,,,390,,27.86,390,Sin dedicación
Santiago Campo Alfonso,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Losacio,Castilla y León,0,,,240,,17.14,240,Sin dedicación
Felipe Lubián Lubián,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Lubián,Castilla y León,0,,,90,,6.43,90,Sin dedicación
Eladio de Pedro Blanco,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Luelmo,Castilla y León,0,,,705.78,,50.41,705.78,Sin dedicación
Ángel Sánchez Hidalgo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Madridanos,Castilla y León,6008.52,,,0,,429.18,6008.52,Dedicación Parcial
Nazario Castedo Bobilla,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Manzanal de Arriba,Castilla y León,4027.79,,,0,,287.7,4027.79,Dedicación Parcial
Toribio Esteban Lobo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Manzanal de los Infantes,Castilla y León,0,,,175,,12.5,175,Sin dedicación
Ana Isabel Baena Argüello,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Manzanal del Barco,Castilla y León,6958,,,0,,497,6958,Dedicación Parcial
María Consuelo Morán Astorga,Ciudadanos,Ciudadanos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Matilla de Arzón,Castilla y León,0,,,6,,0.43,6,Sin dedicación
Carlos Martín Díez,AHORA DECIDE/AS,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Matilla la Seca,Castilla y León,0,,,1240,,88.57,1240,Sin dedicación
David Ferreras de la Fuente,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Milles de la Polvorosa,Castilla y León,0,,,660,,47.14,660,Sin dedicación
José Carlos Reguilón Rodríguez,A.M.,Otros partidos,Hombre,Alcalde,Alcalde,Ayuntamiento de Molacillos,Castilla y León,0,,,450,,32.14,450,Sin dedicación
María Cristina Folgado Gago,UPM,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Montamarta,Castilla y León,0,,,1240,,88.57,1240,Sin dedicación
Emilio Lorenzo Jorge de Ana,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Moral de Sayago,Castilla y León,3360,,,0,,240,3360,Dedicación Parcial
Elsina Fernández García,AHORA DECIDE/AS,Otros partidos,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Morales de Rey,Castilla y León,0,,,864.46,,61.75,864.46,Sin dedicación
Ricardo Furones García,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Morales de Valverde,Castilla y León,0,,,80,,5.71,80,Sin dedicación
María Isabel Luengo Blanco,PSOE,PSOE,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Moralina,Castilla y León,0,,,84,,6,84,Sin dedicación
María Manuela Crespo Calles,Partido Popular,Partido Popular,Mujer,Alcalde,Alcaldesa,Ayuntamiento de Moreruela de los Infanzones,Castilla y León,0,,,150,,10.71,150,Sin dedicación
Santiago González Calvo,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Moreruela de Tábara,Castilla y León,0,,,200,,14.29,200,Sin dedicación
Luis Alberto Miguel Alonso,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Muelas del Pan,Castilla y León,0,,,270,,19.29,270,Sin dedicación
Ismael Pérez Gago,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Olmillos de Castro,Castilla y León,0,,,920,,65.71,920,Sin dedicación
Pascual Iglesias Méndez,PSOE,PSOE,Hombre,Alcalde,Alcalde,Ayuntamiento de Palacios del Pan,Castilla y León,0,,,1800,,128.57,1800,Sin dedicación
Manuel Miguel Rodríguez Maestre,Partido Popular,Partido Popular,Hombre,Alcalde,Alcalde,Ayuntamiento de Pedralba de la Pradería,Castilla y León,0,,,400,,28.57,400,Sin dedicación
